SKY,FLT,DAMAGE,REPORTED_NAME,REMAINS_COLLECTED,BIRDS_SEEN,FAAREGION,REPORTED_DATE,EFFECT_OTHER,REMAINS_SENT,WARNED,INDICATED_DAMAGE,PRECIP,AOS,LOCATION,PHASE_OF_FLT,SPECIES,TYPE_ENG,DISTANCE,ATYPE,EFFECT,HEIGHT,NR_FATALITIES,TIME_OF_DAY,STATE,BIRDS_STRUCK,AC_MASS,AC_CLASS,OPERATOR,SIZE,INCIDENT_DATE,NR_INJURIES,COST_REPAIRS_INFL_ADJ,ENROUTE,RUNWAY,AIRPORT,COMMENTS,COST_OTHER_INFL_ADJ,REMARKS,NUM_ENGS,TIME,SPEED
,,Substantial (Civilian),,FALSE,,ASO,,,FALSE,N,TRUE,,,,Descent,Unknown bird - medium,Turbofan,,B-757-200,,"10,000",,,GA,1,4,Airplane,UNKNOWN COMMERCIAL,Medium,2/26/90 0:00,,,,,HARTSFIELD - JACKSON ATLANTA INTL ARPT,SOURCE = FAA TECH CENTER BIRD INGESTION REPT (x/xx/xx UPDATED OPER),,"ENG FAILED, BLEED CONTROL REPLACES. # BIRDS NOT REPTD. ASSUME 1  HIT. ICAO #90042300",2,,
No Cloud,,Minor (Civilian),Deleted,FALSE,,ASW,2/26/90,,FALSE,N,TRUE,None,,,Descent,Hawks,Turbofan,,B-737-300,,"10,000",,Night,TX,1,4,Airplane,1US AIRWAYS,Medium,2/26/90 0:00,,,,,AUSTIN-BERGSTROM INTL,DATE = POSTMARK,,DAMAGED  CAPT'S WINDSHLD WIPERS.,2,,250
,,None (Military),Deleted,FALSE,2-10,ASW,5/19/00,,FALSE,,FALSE,,,,Approach,Unknown bird - medium,,,KC-135,,"1,600",,Night,AR,2-10,,Airplane,MILITARY,Medium,2/26/90 0:00,,,,,ARKANSAS INTERNATIONAL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  KC - 135 - ;  IMPACT -  LEAD EDGE LT WING;  NUMBER OF BIRDS (S, F, or Z) -  F",,23:55,160
,,Minor (Civilian),,FALSE,,,,,FALSE,,TRUE,,,KANSAS CITY MO,En Route,Geese,Turbofan,,GULFSTREAM V,,,,,,1,4,Airplane,BUSINESS,Large,2/27/90 0:00,1,,MO,,UNKNOWN,SOURCE = FAA AIRCRAFT ACCIDENT/INCIDENT REPT  OPER SHOWN AS AIR CARRIER BUT OPER NAME REPTD AS DEWEY E TOWNER,,WINDSHLD BROKEN IN FLIGHT BY GOOSE STRIKE. PARTS OF WINDSHLD INJURED PILOT.,2,,
,,Uncertain (Civilian),Deleted,FALSE,,AWP,,,FALSE,,TRUE,,,,,Unknown bird - medium,Turbofan,,B-737-500,,,,,CA,1,4,Airplane,1US AIRWAYS,Medium,2/27/90 0:00,,,,,BOB HOPE ARPT,ENG MANU #xxxxxx,,"CORE INGESTION, 1 BIRD. COMPRESSOR BLADES DAMAGED.",2,,
,,None (Military),Deleted,FALSE,,ACE,,,FALSE,,FALSE,,,,Landing Roll,Unknown bird - medium,Turbofan,0,B-737-300,,0,,,KS,1,4,Airplane,AMERICA WEST AIRLINES,Medium,3/1/90 0:00,,,,,WICHITA MID-CONTINENT ARPT,ENG MANU #xxxxxx,,NO DAMAGE TO ENG. UNKN IF DAMAGE TO OTHER PARTS OF A/C.,2,,
,,Substantial (Civilian),,FALSE,,,,,FALSE,N,TRUE,,,KATL OR KMSY,,Unknown bird - medium,Turbofan,,B-757-200,,,,,,1,4,Airplane,DELTA AIR LINES,Medium,3/2/90 0:00,,,,,UNKNOWN,SOURCE = FAA TECH CENTER BIRD INGESTION REPT & ENG MANU (UPDATED x/x/xx WITH ENG MANU REPT),,"3 FAN BLADES DAMAGED, 1 LE TIP BRK OUT. EVENT # 228.",2,,
,,<$50K (Military),Deleted,TRUE,2-10,AEA,5/19/00,,TRUE,,TRUE,,,,Take-off run,Laughing gull,,0,A-10A,,0,,Day,MD,2-10,,Airplane,MILITARY,Small,3/2/90 0:00,,"10,040",,,MARTIN STATE ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  FM ANTENNA/ENGINE COWLING;  AIRCRAFT -  A - 10 - ;  IMPACT -  LT SLAT/BOTH ENGINES;  NUMBER OF BIRDS (S, F, or Z) -  F",,14:00,135
,,Uncertain (Civilian),,FALSE,,AEA,3/5/90,,FALSE,N,TRUE,,,,Climb,Unknown bird - large,Turbofan,,BA-146,,"1,200",,Day,DC,1,4,Airplane,AIR WISCONSIN AIRLINES,Large,3/3/90 0:00,,,,,WASHINGTON DULLES INTL ARPT,,,RADOME DAMAGED. LOSS OF REVENUE.,4,,180
No Cloud,,None (Military),,FALSE,1,AGL,3/8/90,AVOIDANCE MANEUVER,FALSE,N,FALSE,None,,,Descent,Gulls,Turbofan,,B-737-200,Other,"5,000",,Day,MI,1,4,Airplane,SOUTHWEST AIRLINES,Medium,3/3/90 0:00,,,,,DETROIT METRO WAYNE COUNTY ARPT,,,EFFECT ON FLT - RAISED WING TO AVOID HITTING BIRD. NO DAMAGE,2,,210
,,None (Military),Deleted,FALSE,1,ASW,5/19/00,,FALSE,,FALSE,,,,Approach,Unknown bird - medium,,,KC-135,,"1,700",,Night,AR,1,,Airplane,MILITARY,Medium,3/6/90 0:00,,,,,ARKANSAS INTERNATIONAL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  KC - 135 - ;  IMPACT -  COPILOT WINDOW;  NUMBER OF BIRDS (S, F, or Z) -  S",,01:00,170
,,None (Military),Deleted,TRUE,,AEA,,,TRUE,,FALSE,,,,,Ring-billed gull,Turbofan,,B-737-300,,,,,MD,1,4,Airplane,1US AIRWAYS,Medium,3/7/90 0:00,,,,,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,,,ID BY SMITHSONIAN. CORE INGESTION. NO ENG DAMAGE. ID BY ROXIE AT SMITHSONIAN.,2,,
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,Spotted dove,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Small,3/8/90 0:00,,,,,LIHUE ARPT,,,,,,
,,Substantial (Civilian),Deleted,FALSE,,AWP,,,FALSE,,TRUE,,,,Landing Roll,Unknown bird - medium,Turbofan,0,B-737-300,,0,,,CA,1,4,Airplane,UNITED AIRLINES,Medium,3/9/90 0:00,,,,,SAN FRANCISCO INTL ARPT,ENG MANU #xxxxxx,,1 BIRD INGESTED INTO CORE. BLADES CRACKED OR TORN,2,,
,,None (Military),Deleted,FALSE,,AEA,5/19/00,,FALSE,,FALSE,,,,Approach,Unknown bird - medium,,,C-141B,,"1,500",,Night,DC,,,Airplane,MILITARY,Medium,3/9/90 0:00,,,,,RONALD REAGAN WASHINGTON NATIONAL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  C - 141 - B;  IMPACT -  COPILOT'S WINDSHIELD;  NUMBER OF BIRDS (S, F, or Z) -",,21:30,200
,,None (Military),Deleted,FALSE,,ASO,5/19/00,,FALSE,Y,FALSE,,,"Location inputed -  CHARLESTON AFB, SC;  Date  -  03/09/1990;  ICAO -  KCHS;  REP ICAO -  KCHS;  MAJCOM -  AMC;  UNIT1 -  ;  UNIT2 -  ;  LL ROUTE -",Approach,,,,C-141B,,"1,800",,Night,SC,,,Airplane,MILITARY,Medium,3/9/90 0:00,,,,,CHARLESTON AFB/INTL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  C - 141 - B;  IMPACT -  LOWER RADOME;  NUMBER OF BIRDS (S, F, or Z) -",,22:05,190
,,None (Military),Deleted,TRUE,,,,,TRUE,,FALSE,,,FOUND AT KDFW,,Mourning dove,Turbofan,,DC-10-30,,,,,,1,4,Airplane,AMERICAN AIRLINES,Small,3/11/90 0:00,,,,,UNKNOWN,ENG MANU #xxxxxx,,ID BY SMITHSONIAN. BIRD ID BY ROXIE. NO ENG DAMAGE. CORE INGESTION.,3,,
,,None (Military),Deleted,FALSE,1,ASO,5/19/00,,FALSE,,FALSE,,,,Approach,Unknown bird - medium,,,A-10A,,200,,Dusk,SC,1,,Airplane,MILITARY,Medium,3/13/90 0:00,,,,,MYRTLE BEACH INTL,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  A - 10 - ;  IMPACT -  ABOVE STATION 2;  NUMBER OF BIRDS (S, F, or Z) -  S",,17:20,138
No Cloud,,Uncertain (Civilian),,FALSE,1,AWP,3/14/90,,FALSE,N,TRUE,None,,,Approach,Turkey vulture,,,HOMEBUILT,,200,,Day,CA,1,1,Airplane,PRIVATELY OWNED,Large,3/14/90 0:00,,,,,SAN LUIS COUNTY REGIONAL ARPT,A/C =RICHARD SHAPLEY QUICKIE-xxx OPER = RICHARD SHAPLEY (x/x/xx UPDATED A/C AND OPER),,TORE OFF GASCOLATOR AIR SCOOP.  CRACKED EDGE OF COWLING FLANGE.,,,92
,,None (Military),Deleted,TRUE,1,ASW,5/19/00,,TRUE,,FALSE,,,,Take-off run,Western meadowlark,,0,T-38A,,0,,Day,TX,1,,Airplane,MILITARY,Small,3/14/90 0:00,,,,,LUBBOCK PRESTON SMITH INTL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  T - 38 - ;  IMPACT -  UNKNOWN;  NUMBER OF BIRDS (S, F, or Z) -  S",,,150
,,Substantial (Civilian),Deleted,TRUE,,ASW,,,TRUE,,TRUE,,,,Climb,Double-crested cormorant,Turbofan,,B-737-300,,,,,NM,1,4,Airplane,SOUTHWEST AIRLINES,Large,3/18/90 0:00,,,,,ALBUQUERQUE INTL SUNPORT,ENG MANU # xxxxxx,,ID BY SMITHSONIAN. CORE INGESTION. DAMAGED FAN BLADE(S). INCREASED VIBRATION OF ENG.  COMPRESSOR BLADES SEPARATED INBD OF MIDSPAN. ENG WAS REMOVED FOR  REPAIR. ID BY ROXIE AT SMITHSONIAN.,2,,
No Cloud,,,,FALSE,,AEA,3/18/90,,FALSE,,FALSE,None,,,Climb,Gulls,Turbofan,,B-747,,800,,Day,DC,2-10,5,Airplane,ALL NIPPON AIRWAYS,Medium,3/18/90 0:00,,,,1C,WASHINGTON DULLES INTL ARPT,,,"HIT A FLOCK, ASSUME 2-10. UNKN IF DAMAGE. FLT 001.",4,16:23,
,,None (Military),Deleted,FALSE,2-10,AEA,5/19/00,,FALSE,,FALSE,,,,Take-off run,,,0,VC-9C,,0,,Day,PA,2-10,,Airplane,MILITARY,Medium,3/18/90 0:00,,,,,LEHIGH VALLEY INTL,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  VC - 9 - C;  IMPACT -  LOWER FUSELAGE;  NUMBER OF BIRDS (S, F, or Z) -  F",,15:25,135
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,Landing Roll,Short-eared owl,Turbofan,0,DC-9,,0,,,HI,1,4,Airplane,HAWAIIAN AIR,Small,3/20/90 0:00,,,,,LIHUE ARPT,,,,2,,
,,None (Military),Deleted,FALSE,1,ASW,5/19/00,,FALSE,Y,FALSE,,,"Location inputed -  SHEPPARD AFB WICHITA FALLS MUNI, TX;  Date  -  03/20/1990;  ICAO -  KSPS;  REP ICAO -  KSPS;  MAJCOM -  AETC;  UNIT1 -  ;  UNIT2 -  ;  LL ROUTE -",Approach,,,,T-38A,,"1,800",,Night,TX,1,,Airplane,MILITARY,Medium,3/20/90 0:00,,,,,SHEPPARD AIR FORCE BASE/WICHITA FALLS MUNI ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  T - 38 - ;  IMPACT -  RIGHT SIDE OF CANOPY;  NUMBER OF BIRDS (S, F, or Z) -  S",,23:20,300
,,None (Military),Deleted,FALSE,1,ASO,5/19/00,,FALSE,,FALSE,,,,Approach,Unknown bird - medium,,,KC-10A,,"1,500",,Night,NC,1,,Airplane,MILITARY,Medium,3/21/90 0:00,,,,,PIEDMONT TRIAD INTL,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  KC - 10 - ;  IMPACT -  LEFT RADOME;  NUMBER OF BIRDS (S, F, or Z) -  S",,21:30,150
,,None (Military),Deleted,FALSE,1,AWP,5/19/00,,FALSE,,FALSE,,,,Take-off run,,,0,EC-135,,0,,Day,HI,1,,Helicopter,MILITARY,Medium,3/21/90 0:00,,,,,HILO INTL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  EC - 135 - ;  IMPACT -  MID FUSELAGE;  NUMBER OF BIRDS (S, F, or Z) -  S",,11:30,135
No Cloud,,,Deleted,FALSE,2-10,AEA,3/22/90,,FALSE,Y,FALSE,None,,,Approach,Gulls,Turboprop,,BE-200 KING,None,100,,Dusk,NY,1,2,Airplane,UNKNOWN,Medium,3/22/90 0:00,,,,9,STEWART INTL AIRPORT,,,BIRD REPTD AS RING NECK HERRING GULL.,2,,120
No Cloud,,Minor (Civilian),Deleted,FALSE,11-100,ACE,5/14/90,,FALSE,N,TRUE,None,,,Climb,European starling,Turboprop,,SA227 AC METRO III,Precautionary Landing,200,,Day,MO,2-10,2,Airplane,TRANS STATES AIRLINES,Small,3/22/90 0:00,,,,30R,LAMBERT-ST LOUIS INTL,,,"IMMED. AFTER T/O, CREW REPTD FLYING THRU LRG FLOCK OF SMALL  BIRDS.  CREW HEARD NOISE & REPTD ODOR & MADE PREC. LDG.   ENG.WAS NOT SHUT DOWN. NO STRUCTURAL DAMAGE.  AN ENG TUBINE  BLADE WAS DAMAGED BUT WITHIN TOLERANCE. NO INJURIES.  CREW REPORT  IS ATTACHED. (DATA ENTRY NOTE: THERE IS NO CREW REPT)",2,,160
,,None (Military),Deleted,TRUE,1,ASW,5/19/00,,TRUE,,FALSE,,,,Take-off run,"Thrashers, mockingbirds, catbirds",,0,T-37B,,0,,Day,TX,1,,,MILITARY,Small,3/22/90 0:00,,,,,LUBBOCK PRESTON SMITH INTL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  T - 37 - B;  IMPACT -  UNKNOWN;  NUMBER OF BIRDS (S, F, or Z) -  S",,09:30,100
,,None (Military),Deleted,TRUE,2-10,AWP,5/19/00,,TRUE,,FALSE,,,,Climb,Merlin,,,T-38A,,400,,Dusk,AZ,2-10,,Airplane,MILITARY,Small,3/22/90 0:00,,,,,PHOENIX-MESA GATEWAY,SOURCE = BASH NR xxxxx,,"REMARKS -  WINGS, LEFT ENGINE. 13 HITS FROM THIS FLOCK;  AIRCRAFT -  T - 38 - ;  IMPACT -  FRT CANOPY, RT & LFT;  NUMBER OF BIRDS (S, F, or Z) -  F",,17:55,250
,,None (Military),Deleted,TRUE,,AWP,,,TRUE,,FALSE,,,,Landing Roll,Western gull,Turbofan,0,DC-8-70,,0,,,CA,1,4,Airplane,UNITED AIRLINES,Medium,3/25/90 0:00,,,,,SAN DIEGO INTL,ENG MANU #xxxxxx,,"ID BY SMITHSONIAN. CORE INGESTION, NO DAMAGE. ID BY ROXIE @ SMITHSONIAN.",4,,
,,Minor (Civilian),,FALSE,,,,,FALSE,,TRUE,,,LIHUE HI,En Route,Unknown bird - medium,Turboshaft (Helicopter),,BELL-206,,,,,,1,1,Helicopter,BUSINESS,Medium,3/26/90 0:00,1,,HI,,UNKNOWN,OPER = KENAI AIR OF HAWAII SOURCE = FAA AIRCRAFT ACCIDENT/INCIDENT REPT,,BIRDSTRIKE AT CRUISE ALTITUDE. LEFT WINDSHLD SHATTERED. 1 PASSENGER HAD MINOR CUTS.,1,,
,,None (Military),Deleted,FALSE,1,AEA,5/19/00,,FALSE,,FALSE,,,,Climb,Unknown bird - medium,,,C-130E,,50,,Day,NY,1,,Airplane,MILITARY,Medium,3/27/90 0:00,,,,,NIAGARA FALLS INTL,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  C - 130 - E;  IMPACT -  UNKNOWN;  NUMBER OF BIRDS (S, F, or Z) -  S",,19:16,115
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,Spotted dove,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Small,3/30/90 0:00,,,,,LIHUE ARPT,,,,,,
,,Substantial (Civilian),,FALSE,1,AWP,,AVOIDANCE MANEUVER,FALSE,,TRUE,,,CRESTON CA,Landing Roll,Mule deer,Reciprocating (Piston),0,PA-J3,Other,0,,,CA,1,1,Airplane,PRIVATELY OWNED,Large,3/31/90 0:00,,,CA,,PRIVATE AIR STRIP,NTSB LAXxxLAxxx STRIKE WAS DELETED BY ERROR BTWN xxxx AND xxxx DATA ANALYSIS (x/x/xx UPDATED ID),,"NOT A STRIKE BUT EFFECTED FLT AND CAUSED DMG.  DEER SPRINTED FROM A SLOPE ADJACENT TO RWY, STARTLING HIM. PILOT APPLIED BRAKES. NOSE PITCHED DOWN, PROP HIT THE GROUND. A/C SPUN LEFT AND DEPARTED THE RWY, SUBSTANTIALLY DAMAGING THE L WING. OCCURRED ON PRIVATE AIRSTRIP, CRESTON, CA. (ASSUME MULE DEER FROM LOCATION)",1,17:30,
No Cloud,,Minor (Civilian),Deleted,FALSE,1,AWP,5/7/90,,FALSE,Y,TRUE,None,,,Climb,Turkey vulture,,,EXPERIMENTAL,,15,,Day,CA,1,1,,UNKNOWN,Large,3/31/90 0:00,,,,,SANTA BARBARA MUNICIPAL,OPERATOR = MERCURY  A/C = RxxxK-XP,,REPLACE LEADING EDGE OF LEFT WING. MADE BUCKET SIZE DENT.,,,70
,,None (Military),Deleted,FALSE,,,,,FALSE,,FALSE,,,,En Route,Unknown bird - medium,Turboprop,,SAAB-340,,,,,,1,3,Airplane,COMAIR AIRLINES,Medium,4/1/90 0:00,,,,,UNKNOWN,ENG MANU #xxxxxx,,I BIRD INGESTED INTO CORE. EVENT CITY LISTED AS CVG. NO ENG  DAMAGE,2,,
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,Landing Roll,Spotted dove,Turbofan,0,DC-9,,0,,,HI,1,4,Airplane,HAWAIIAN AIR,Small,4/3/90 0:00,,,,,LIHUE ARPT,,,,2,,
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,Landing Roll,Zebra dove,Turbofan,0,DC-9,,0,,,HI,1,4,Airplane,HAWAIIAN AIR,Small,4/3/90 0:00,,,,,LIHUE ARPT,,,,2,,
,,None (Military),Deleted,FALSE,1,ASW,5/19/00,,FALSE,,FALSE,,,,Approach,Unknown bird - medium,,,A-10A,,"1,800",,Day,LA,1,,Airplane,MILITARY,Medium,4/4/90 0:00,,,,,ALEXANDRIA INTL,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  A - 10 - ;  IMPACT -  LEFT WINDSCREEN;  NUMBER OF BIRDS (S, F, or Z) -  S",,08:40,220
No Cloud,,None (Military),Deleted,FALSE,1,AEA,4/16/90,,FALSE,N,FALSE,None,,,Take-off run,Gulls,Turbofan,0,B-727-200,,0,,Day,DC,1,4,Airplane,AMERICAN AIRLINES,Medium,4/5/90 0:00,,,,,WASHINGTON DULLES INTL ARPT,,,ABOUT 10 GULLS TOOK OFF FROM RWY AS WE APCHD. WE HAD ALREADY  BEGUN ROTATION. NO DAMAGE. HIT LWR LFT CORNER OF CAPT'S WINDSHLD.,3,,150
,,None (Military),Deleted,FALSE,1,ASO,5/19/00,,FALSE,,FALSE,,,,Landing Roll,,,0,KC-135E,,0,,Day,TN,1,,Airplane,MILITARY,Medium,4/5/90 0:00,,,,,MC GHEE TYSON ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  LOCAL ROUTE;  AIRCRAFT -  KC - 135 - E;  IMPACT -  LOWER RIGHT SIDE;  NUMBER OF BIRDS (S, F, or Z) -  S",,13:00,135
,,Minor (Civilian),,FALSE,,,,,FALSE,,TRUE,,,KALISPELL MT,En Route,Unknown bird - medium,Reciprocating (Piston),,C-172,,,,Night,,1,1,Airplane,BUSINESS,Medium,4/7/90 0:00,,,MT,,UNKNOWN,SOURCE = FAA AIRCRAFT ACCIDENT/INCIDENT REPT & ASIAS BRIEF REPT xxxxxxxxxxxxxxG,,BIRDSTRIKE ON NIGHT DUAL CROSS COUNTRY. LANDED W/O INCIDENT.,1,,
,,Substantial (Civilian),Deleted,TRUE,,AEA,,,TRUE,,TRUE,,,,Take-off run,Canada goose,Turbofan,0,B-737-400,Aborted Take-off,0,,Day,NY,2-10,4,Airplane,1US AIRWAYS,Large,4/7/90 0:00,,,,31,LA GUARDIA ARPT,ENG MANU # xxxxxx SOURCE = FLOCKING BIG BIRDS NA & ENG MANU BIRD INGESTION EVENTS & ARPT REPT (x/x/xx UPDATED WITH ARPT REPT),,ID BY SMITHSONIAN. INGESTED 2 GREATER CANADA GEESE. 10 BLADES TORN OR CRACKED. CORE  INGESTION. ID BY ROXIE @ SMITHSONIAN. (DATA ENTRY NOTE: ARPT REPT SHOWS STRIKE ON ARRIVAL AT 1130 HRS),2,11:30,
,,None (Military),Deleted,FALSE,11-100,,3/20/00,,FALSE,,FALSE,,,,,Gulls,Turboshaft (Helicopter),,AEROS SA365,Precautionary Landing,,,Day,,1,2,Helicopter,US COAST GUARD,Medium,4/8/90 0:00,,,,,UNKNOWN, SOURCE = xxxx-x & US COAST GUARD REPT (xx/xx/xx UPDATED ENG: x/xx/xx UPDATED COST) (xx/x/xx UPDATED # ENGS),122,"WHILE RIGGING A FISHING VESSEL, CREW FELT A THUD AND SLIGHT MOMENTARY FEEDBACK IN FLT CONTROLS. BIRD STRIKE WAS SUSPECTED SINCE THERE WERE LOT OF GULLS BELOW THE A/C. FLT WAS ABORTED. NO DMG FOUND. A/C = HH60",2,11:35,
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,Spotted dove,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Small,4/9/90 0:00,,,,,LIHUE ARPT,,,,,,
,,Substantial (Civilian),Deleted,TRUE,,,,,TRUE,,TRUE,,,FOUND AT KDAL,,Red bat,Turbofan,,B-737-300,,,,,,1,4,Airplane,SOUTHWEST AIRLINES,Small,4/9/90 0:00,,,,,UNKNOWN,ENG MANU #xxxxxx,,ID BY SMITHSONIAN. FOUND AT DAL. INGESTED BAT INTO CORE. BLADE(S) CRACKED OR TORN. ENG REMOVED FOR  REPAIR. ID BY ROXIE @ SMITHSONIAN.,2,,
Overcast,,None (Military),Deleted,FALSE,,ACE,4/9/90,,FALSE,N,FALSE,Fog,,,Approach,Unknown bird - small,Reciprocating (Piston),,RKWL SHRIKE,,50,,Night,MO,2-10,2,Airplane,CENTRAL AIR SOUTHWEST,Small,4/9/90 0:00,,,,,CHARLES B WHEELER DOWNTOWN ARPT,,,"HIT A FLOCK, ASSUME 2-10. NO DAMAGE. VSBY 2 1/2 F.",2,,100
No Cloud,,None (Military),Deleted,FALSE,,ASW,4/19/90,,FALSE,N,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,B-737-300,,"2,000",,Night,TX,1,4,Airplane,SOUTHWEST AIRLINES,Small,4/10/90 0:00,,,,,DALLAS LOVE FIELD ARPT,,,NO DAMAGE.,2,,160
,,<$50K (Military),Deleted,TRUE,1,ASW,5/19/00,,TRUE,Y,TRUE,,,"Location inputed -  SHEPPARD AFB WICHITA FALLS MUNI, TX;  Date  -  04/11/1990;  ICAO -  KSPS;  REP ICAO -  KSPS;  MAJCOM -  AETC;  UNIT1 -  ;  UNIT2 -  ;  LL ROUTE -",Approach,Cattle egret,,,T-38A,,0,,Day,TX,1,,Airplane,MILITARY,Small,4/11/90 0:00,,"1,130",,,SHEPPARD AIR FORCE BASE/WICHITA FALLS MUNI ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  CREW SMELLED ODOR AND ABORT. REMAINS FOUND ON BPO;  AIRCRAFT -  T - 38 - ;  IMPACT -  LEFT ENGINE INTAKE;  NUMBER OF BIRDS (S, F, or Z) -  S",,16:20,0
,,<$50K (Military),Deleted,TRUE,2-10,AGL,5/19/00,,TRUE,,TRUE,,,,Climb,"Herons, egrets, bitterns",,,B-52H,,400,,Day,MI,2-10,,Airplane,MILITARY,Medium,4/12/90 0:00,,"3,106",,,SAWYER INTL,SOURCE = BASH NR xxxxx,,"REMARKS -  1/2 NM NORTH OF K I SAWYER AFB;  AIRCRAFT -  B - 52 - H;  IMPACT -  RT WING LEAD EDGE;  NUMBER OF BIRDS (S, F, or Z) -  F",,17:57,180
,,,Deleted,FALSE,,ASO,,,FALSE,,FALSE,,,,,Gulls,Turbofan,,B-757-200,,,,,FL,1,4,Airplane,EASTERN AIRLINE,Medium,4/13/90 0:00,,,,,MIAMI INTL,,,ENG # NOT REPTD. ASSUME 1. INGESTION.,2,,
,,Substantial (Civilian),,FALSE,,AEA,,,FALSE,,TRUE,,,,Approach,Osprey,Turbofan,,B-757-200,,,,,DC,1,4,Airplane,UNKNOWN COMMERCIAL,Large,4/13/90 0:00,,,,,RONALD REAGAN WASHINGTON NATIONAL ARPT,SOURCE = FAA TECH CENTER BIRD INGESTION REPT (x/xx/xx UPDATED OPER),,6 SETS OF FAN BLADES REPLACED. EVENT #235.,2,,
,,Minor (Civilian),,FALSE,,AEA,,,FALSE,,TRUE,,,,Climb,Gulls,Turbofan,,B-737-100,Precautionary Landing,,,,NJ,2-10,4,Airplane,CONTINENTAL AIRLINES,Medium,4/13/90 0:00,,,,,NEWARK LIBERTY INTL ARPT,SOURCE = FAA AIRCRAFT ACCIDENT/INCIDENT REPT,,2 GULL INGESTED IN #1 ENG ON CLIMB. RETD TO LAND SAFELY.,2,,
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,Townsend's shearwater,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Small,4/14/90 0:00,,,,,LIHUE ARPT,,,BIRD REPTD AS NEWELL'S SHEARWATER WHICH IS A SUBSPECIES OF TOWNSEND'S.,,,
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,Zebra dove,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Small,4/14/90 0:00,,,,,LIHUE ARPT,,,,,,
,,None (Military),Deleted,FALSE,,AEA,6/27/11,,FALSE,,FALSE,,,,Landing Roll,Unknown bird,Turboprop,0,BE-1900,,0,,,NY,1,3,Airplane,BUSINESS,,4/14/90 0:00,,,,22,LA GUARDIA ARPT,OPER = BAR HARBOR,,"# STRUCK NOT REPTD, ASSUME 1. PHASE NOT REPTD, JUST ARRIVAL, ASSUME LANDING ROLL.",2,17:00,
Some Cloud,,None (Military),,FALSE,1,ACE,5/16/90,,FALSE,N,FALSE,None,,,Approach,Blackbirds,Turbofan,,B-737-300,,900,,Day,MO,1,4,Airplane,SOUTHWEST AIRLINES,Small,4/15/90 0:00,,,,,LAMBERT-ST LOUIS INTL,,,no damage,2,,140
No Cloud,,Substantial (Civilian),Deleted,FALSE,2-10,AGL,,"GO-AROUND, LANDED WITH GEAR UP",FALSE,,TRUE,None,,,Approach,White-tailed deer,Turboprop,,RKWLTRBO 690,Other,,,Dusk,WI,,2,Airplane,BUSINESS,Large,4/17/90 0:00,,,,21,SHEBOYGAN COUNTY MEMORIAL ARPT,OPERATOR = AERO-METRIC ENGINEERING,,"PILOT EXECUTED A GO-AROUND ON 1ST APPCH DUE TO DEER ON RWY.  ON NEXT APPCH, ANOTHER A/C CALLED ON THE BASE LEG TO AN INTERSECTING  RWY WHEN THE PILOT WAS TURNING TO BASE LEG.  PILOT WAS DISTRACTED  LOOKING FOR ANOTHER A/C & CONTD APPCH W/ INTENTION OF HOLDING SHORT OF INTERSECTING RWY. PILOT FAILED TO LOWER GEAR & MADE GEAR  UP LANDING.",2,,
